Number,Date,Text
4496,2020-08-13,"Lost a grandmother during care home lockdown, but not from COVID-19 from dementia + loneliness, just gave up on life."
4497,2020-08-12,"Bailed everyone out with Furlough payments, he would have slated them for not doing anything, if they hadn’t. The death toll is so inaccurate, Guy at works mother died from dementia and they put “ Covid “ on her death certificate Utter bull shit the whole thing"
4498,2020-08-11,"A sad, sobering tale of when COVID-19 enters a dementia nursing unit. As someone whose grandmother had dementia, it hits close to home. @nymag"
4499,2020-08-05,"Yes, I feel for you. Pal's mother died dementia  and  chronic heart failure in Care Home. She had to fight the doctor not to enter covid as cause of death on death certificate. Eventually heath failure recorded with no covid but she had to fight it."
4500,2020-08-03,Day started off ok. Now not so much. Oldest having chest pains. Unsure if it is work-related stress or Covid. Waiting on answers for that. Mother-in-law has dementia and she is struggling with taking her meds. Being combative about allowing in-home care. #stressed
4501,2020-07-31,I just attended a funeral via zoom (for the mother of a close friend who succumbed to lewy body dementia). It was the correct and responsible way to do it. No one should get sick from a funeral. And no one should mourned like this. We need a vaccine fast. #COVID__19 #coronavirus
4502,2020-07-27,"""Her mother Virginia (Ginny) Jones, 88, lives with dementia in a skilled nursing facility. Because of COVID-19, Bickett has not physically seen her mother since the spring and the separation has been tough."" "
4503,2020-07-18,Not able to be with mother with dementia in hospital due to Covid 
4504,2020-07-18,"Hiltrud Saje emigrated from Germany after World War II. On May 8, she died in Salt Lake City of COVID-19 and dementia. Now her daughter says she looks at her mother’s home country with some envy because of how it's handling the coronavirus. "
4505,2020-07-17,"They are young and should do fine.I have an 81 yr old mother in a nursing home with dementia and copd that was diagnosed with covid,they even called in hospice because she will not medicate or eat.She sounds to be doing fine now walking around a month later yelling bingo numbers."
4506,2020-07-14,"Im so sorry for your loss man...i have a really old grandmother with dementia and wanna visit her real bad but due to covid and being in a different state, i let the urge go. Definitely think i will now though cuz every day is not promised to us. Im sorry to hear about your loss"
4507,2020-07-12,A close friends mother died of dementia. Covid was put on her death certificate
4508,2020-07-11,"One woman says state-mandated furloughs are making it harder to stay connected to her 91-year-old mother with dementia. Her mom lives in a memory care unit at the Washington Veterans Home in Port Orchard, which had to cut 15% of its budget due to COVID-19. "
4509,2020-07-11,He no longer recognizes his sister or his cousin who is on the same Covid is fake and created by Bill Gates pharmaceuticals. The problem is we are all connected. His sister keeps an cares for his newly widowed mother with early dementia while she takes no precautions and /4
4510,2020-07-07,In 2008 Mother #dementia in #carehome #Warwickshire I contacted Health #protection team #PHE about #scabies #diarrhea Health Care Associated Infection #HCAIs #Infectioncontrol failure Local #Doctor / visiting #health staff vectors in #infection? What hope #COVID ?
4511,2020-07-07,In 2008 Mother dementia in carehome Leamington Spa #Warwickshire I contacted Health protection team #PHE about #scabies #diarrhea Health Care Associated Infection #HCAIs #Infectioncontrol failure Local Doctor / visiting health staff vectors in infection? What hope #COVID?
4512,2020-07-07,2008 Mother #dementia in #carehome #Warwickshire I contacted Health #protection Team Public Health England about #scabies #diarrhea Health Care Associated Infection #HCAIs #Infectioncontrol failure Local #Doctor / visiting #health staff vectors in #infection? What hope #COVID ?
4513,2020-07-07,2008 Mother #dementia in #carehome #Warwickshire I contacted Health #protection Team Public #Health England about #scabies #diarrhea Health Care Associated Infection #HCAIs #Infectioncontrol failure Local #Doctor / visiting health staff vectors in #infection? What hope #COVID ?
4514,2020-07-07,2008 Mother #dementia in #carehome #Warwickshire I contacted Health #protection Team Public #Health England about #scabies #diarrhea Health #Care Associated Infection #HCAIs #Infectioncontrol failure Local #Doctor / visiting health staff vectors in #infection? What hope #COVID ?
4515,2020-07-05,"Andrew I just retweeted your pictures about that. Alan's mother is 98, with dementia. She doesn't understand COVID, but she knows who we are. Twice a week we have to explain to her why we are not visiting. It's brutal."
4516,2020-06-30,"The average age of a Covid death is 81.... one of the highest illnesses with Covid deaths was dementia. Having had a grandmother with Alzheimer’s the last 6/8 months of her life were unbearable,  and  if you talk to a lot they will say the same."
4517,2020-06-29,"Why I wear a mask in public.. I have a mother with dementia at 85 years old who would hug you in an instant, I am the same way.. CoVid is a killer of the gray like us.. like this beautiful couple. Wear a mask, think of someone other than your own self..#nooneisinvincible"
4518,2020-06-25,"Let’s get real: 101-1/2 yr old stepmother with dementia, poor eyesight and hearing is expected to put on a mask and sit outside in summer weather, 6 ft away from me and to finally have a visit for only 20 minutes w/o sunglasses and hat bc I can’t give them to her #Covid_19"
4519,2020-06-19,"'Every day is a challenge': Naughty Boy talks mother's dementia battle - Naughty Boy says ""every day is a challenge"" as his mother battles dementia. The 35-year-old producer is living with his mum Zahida, 66, and her full-time carer during the Covid-19 lockdown and revealed th..."
4520,2020-06-19,"#diversealz Thurs communication  and  dementia. Mentioned difficulties when loved one, living elsewhere, with dementia can’t engage with technology/or unable to interact. @esperan97768734 tweeted experience with mother who died, May, Covid. Thank you for shares. Sending good wishes"
4521,2020-06-18,She tested negative 3 times for COVID but her dementia is escalating. Some days she thinks I’m her Mother but I take that as a compliment 😍Thank you for asking ❤️
4522,2020-06-15,"How are things going for people who need treatment for conditions other than covid? Chemotherapy, physical therapy, psychiatric care, dementia?"
4523,2020-06-11,Was just talking to a friend with an 87 year old mother who got Covid while in LTCF. She has dementia and is very sad and weepy. The elderly need to see loved ones!
4524,2020-06-09,"Big thanks to @econhardship for funding this very important story, on how Covid-19 has impacted memory care units. And thanks to @NatGeo for running it, with poignant images from @PAULJBAYFIELD of his mother quarantined in a nursing home with dementia. "
4525,2020-06-09,"i only know of 1, flatmates grandmother,was in her late 80's, long term dementia sufferer, and was also suffering from a long term illness, but it was the covid that got her, apparently"
4526,2020-06-06,"Thank you for being a voice for this. I’ve not been affected by COVID in this way, but I know someone who was unable to see his dementia-stricken 90 year old mother in a nursing home (in NY) prior to her death. Hearts are broken, but you are bringing sanity to this conversation."
4527,2020-05-30,"Good idea or bad idea? @Local12David spoke to one man who's concerned about his mother, who has dementia, staying in the same nursing home as COVID-positive patients: "
4528,2020-05-29,"The mother in law. Dementia, pneumonia, covid. Passed 2 covid tests in 2 weeks fails the 3rd one in hospital. So what killed her? Bearing in mind she has been ill for years"
4529,2020-05-28,No only that but it seems to still be happening. I know of someone's mother who has dementia  and  is Covid + who has been sent back to care home within last week.
4530,2020-05-24,"I am not part of a mob.I am a daughter who couldn't be with her mother (who has dementia) through multiple seizures,a nasty infection  and  covid in the space of 3wks. Many in our population have made much harder sacrifices than me for the sake of our country.He sickens me. #cummings"
4531,2020-05-19,"A close friend's mother, age 89 in Chicago in a nursing home for dementia, recovered from her near-death Covid a few weeks ago. That happens when people get sick. This is why controlled studies matter."
4532,2020-05-15,"His mother in law had not been in the facility (I hate that word) for long Just from when the pandemic was heating up “over there” in China then Italy. Having escaped four times, confused with dementia, follwoimg medication regime lapses she was admitted to hospital with COVID "
4533,2020-05-14,"Tragic and care homes and the system of private vs NHS doesn’t appear to be working. Friends mother died last week in care home she had severe dementia doc put on end of life pathway, when death cert arrived it said Covid she was shocked as it was never mentioned!"
4534,2020-05-12,"The venting of middle class rage on here is laughable, no foreign holiday this year, oh you poor little lambs. I feel for you, I really do. But I currently can’t go out because I have a mother with dementia, who can’t be left alone, and no help from the state due to Covid so🤷🏻"
4535,2020-05-12,We're preparing to tell our 85 year old mother that her 88yr husband has died . He had covid survived chucked out of hospital to a random care home got a bedsore/ill back in hospital and died. She has dementia so had to have emergency admission again chucked out to random home.
4536,2020-05-10,Happy Mother’s Day Mom!!!❤️ Haven’t been allowed to see her since Covid started....she’s in a long term care facility with late stage dementia... but good news is that she’s improved and was taken off Hospice last week❤️ 
4537,2020-05-10,I know of someone whose mother died in a care home of dementia but it was recorded as Covid-19. She was absolutely livid  and  complained. I’m not sure what the outcome was though
4538,2020-05-06,"As the mother of an RN, sister of a dementia patient with 29 dead residents in his veterans facility from Covid and sister in law of someone who almost died from Covid, these people particularly enrage me. They probably consider themselves ‘pro-life’ too. 🤬"
4539,2020-05-03,Here’s proof : a close friend’s mother passed away last week @a nursing home..she already had serious medical problems(dementia  and  pneumonia)when they got her cause of death the report said COVID-19..when they argued she didn’t die of Wuhan they said they had to file it that way
4540,2020-05-02,"Love Duffy & Casualty, As someone who has lost a Grandmother, an Uncle, and now has an Aunt living with dementia, who I have just been informed has contracted the Covid 19 virus whilst in hospital, Can I thank you for such an emotionally moving portrayal of this horrible disease."
4541,2020-05-02,"at an upscale dementia care center in Los Angeles, expressed concern to her mother and sister about the admission of a new patient to the locked-down facility. Within a day of his arrival, the patient was so ill that Bruner-Ringo called 911 for an ambulance. The man had COVID-19"
4542,2020-05-01,"Open gatherings for funerals! Our grandmother was alone for week in a hospital (nothing to do with COVID), with dementia, her kids were barely their before she died and now we cannot even give her a proper service. Open funerals to a TIER 2, 50 ppl!!!"
4543,2020-04-30,"Surely care homes are journeying towards their own peak? With our own Covid positive dementia mother in care there is added complexity. The staff are absolutely fantastic, doing outstanding job but with staff numbers diminished. Where is the extra staff? Could NHS staff be used?"
4544,2020-04-28,"I have a friend whose mother in her mid nineties, suffering with dementia, not unexpectedly, died two weeks ago. Death cause noted as COVID 19 without any test"
4545,2020-04-27,"Just had a friend's mother pass away from ""complications due to COVID-19"". She tested NEGATIVE 3 days ago. She had severe dementia/alzheimer's settling in, plaque in her brain, was unable to speak for the last 24 months. MD's, RN's, is that a plausible scenario?"
4546,2020-04-26,"As a daughter with a mother struggling with dementia, this video is especially touching. We went to the grocery store as a routine every week until COVID...we will do it again some day. ❤️ "
4547,2020-04-25,"So frustrated. Elderly mother with dementia moved to CoVid unit in nursing home. Private aide turned away by facility despite willingness to continue to provide care to Mom. Facility very short staffed. Mother isolated in strange surroundings, denied care by only person"
4548,2020-04-22,"Thoughts tonight with the incredibly brave staff at the care home looking after the Mother in Law who is suffering from dementia. She has had a seizure and is running a high temperature, we are hoping it is not Covid-19. Social care staff always putting the care of others first"
4549,2020-04-22,"Hi John, nothing is what it seems. The mother in law died Easter Sunday it’s Covid on her death cert but she had Parkinson and dimentia and phemonia 3 times previous. The covid test is not accurate. If you research it you find out more info. Hope that helps you. We need truth"
4550,2020-04-21,A friend’s 91 yo mother with dementia passed away last week after complications from hip surgery after fallling. Cause of death...Covid. Docs are being incentivized to claim Covid as cause of death. What a hoax!
4551,2020-04-21,"Son in law's grandmother broke her hip, and also with early dementia. Goes into hospital, and gets put onto a ward with patients having tested positive for covid. Obviously going to contract it now. Labour run Welsh NHS. Thank God they're not the party in government."
4552,2020-04-18,"P.S. Mother was in nursing home 3 weeks recuperating from a hospital stay after a fall. Apart from that + a few weeks respite care previous summer, we lived together for most of 10 years, for 6 of which she had dementia. Glad to be spared Covid, hospital, ventilator + no goodbye."
4553,2020-04-14,Day 26. Some more Lady Liberty. A late post as things were difficult today dealing with unreasonable mother on the verge of full on dementia while trying to keep her safe from COVID-19. 
4554,2020-04-13,I wish to visit as well but for different reasons. Mothers in Welshpool Hospital with dementia after a fall. Whilst she was in Shrewsbury hospital caught Covid-19 but only a mild dose so responded quickly to treatment. But fear she'll not remember me by time I see her next.
4555,2020-04-12,Do you think you're the only one with this problem? I had a 50 yr old cousin die from COVID and we can't even tell his mother because she's in a seniors home with dementia and we can't be with her. That's why I follow the rules. So others don't die.
4556,2020-04-11,"Day 28 of lockdown here in Spain. Extended until at least the 10th of May. Seriously over it now, as we have a very poorly 87 year old grandmother with dementia  and  zero mobility. No doctors will visit, can't take to the hospital or nursing home, due to #Covid_19 risks. 😢"
4557,2020-04-10,"Through a glass window, Rick Fitzgerald talked to his 91-year-old mother at the Pinehurst Healthcare and Rehabilitation Center where nearly half the residents have COVID-19. His mom suffers from dementia. He said she doesn't understand what's going on. "
4558,2020-04-07,I have a 91-year-old mother that has had four strokes and dementia and after a terrible nightmare was rocked back to sleep by the people in the medical profession that take care of her. These folks are heroes before during and after COVID-19 not just bc of it. Thank you heroes!
4559,2020-04-06,*grandmother passes away from dementia* “COVID-19 claims yet another life”
4560,2020-04-04,I see his mother was just diagnosed with Covid. She's suffering from dementia and in a long-term care facility.
4561,2020-04-03,70 yr old wife must care for 97 yr old mother w dementia in her own apartment cared for by home health aides not allowed to prep her medications.This was hard before #COVID. If the aide gets sick wife is required to cover. $4K hearing aid found in garbage. Mom probably lost it.
4562,2020-03-29,"See too many families, reporting grandmother had dementia was in hospice n blamed covid 19, others in hospice, blamed covid 19.. I dont listen to media. Not that covid doesn't exist, yes but not to what media frenzy..fake news"
4563,2020-03-27,"""In fact, he got into this line of work after a scammer took advantage of his real-life grandmother, who had dementia. This wave of Covid-19 snake oil, he says, feels different."" "
4564,2020-03-27,"A relative's dad died (alone) yesterday in Westchester County of pneumonia. He was 94, she said she didn't think it was COVID. Her mother is in an assisted living  and  has dementia. She wants to tell her mother in person but can't because the home is closed to visitors. "
4565,2020-03-27,Not just loved ones with covid-19 dying alone ... so are folks in retirements/nursing homes dying of anything. And a lot of those folks have some dementia which accentuates their touch with reality when close relatives are not near. 92 mother-in-law = case in point.
4566,2020-03-26,"Trying to explain to your grandmother, who has dementia, about COVID-19 and how she can’t leave her apartment til we don’t know when. I wouldn’t wish this upon anyone."
4567,2020-03-23,I understand that. I have a grandmother in hospital with a broken shoulder. We can’t visit her. She has severe dementia and has already had one COVID false alarm there. Dreading it happening for real.
4568,2020-03-21,"Many mum's have dementia + conditions that need our physical hands-on care despite #Covid_19 No-one should be shamed 4 visiting mums in this situation. Am giving break to 84 yr old f/t carer dad + bringing shopping/pills/company/cooking, with hand washing etc #MothersDay"
4569,2020-03-19,"Hi Sainsbury’s, I’m a community support volunteer for COVID and have had a question from a gentleman in the community who supports his elderly mother who has dimentia. Would he qualify to shop during the vulnerable hour? If so what proof would he have to bring @sainsburys"
4570,2020-03-16,"I provide paid companion care to a 75-year-old lady with dementia. She has two sons, one of whom works at the Mayo Clinic (which has patients with covid). Neither son has contacted me to ask what precautions I am taking wrt their mother."
4571,2020-04-09,"A friends 87 year old grandmother had cancer and dementia they moved her to the hospital Thursday, she died Saturday and after she died they tested her for corona and they said she had it🤔they are just looking to up the numbers for their agenda! Corona didn’t kill her! #WakeUp"
4572,2020-04-07,"SIP Day #20 Mother-in-law turned 86 off O2 at Harriet Tubman, got a Corona Garden  and  Lysol. Jenny  and  her Cat, Dementia, wouldn’t open door. "
4573,2020-03-25,I have a grandmother dying of dementia and another one died from a heart attack. But at least Corona didnt get them
4574,2020-03-19,Times like this dealing with a Mother with dementia has a small silver lining. -she doesn’t remember corona nor does she understand But she is pissed she is out of milk and her activities are canceled
4575,2020-02-26,"""Did you know; the coronavirus vaccine causes dementia and homosexuality? FAR worse than the virus itself! As a mother of 5-oop... make that 3, I can't support the corona vaccine! and neither should you! Spread the word across Facebook!"" Everyone else: "
4576,2020-08-29,"He doesn't have DEMENTIA,he knows what state he's in,who his wife is vs his sister,what ofc hes running 4,what yr the Spanish Flu was,how many COVID-19 death's there r (not 120 MILLION 🤔)i could go on/on.when u quote next time,have the ENTIRE TRANSCRIPT HE DIDN'T STOP THERE 🙄"
4577,2020-08-23,"Ha @MarkMeadows I think I would believe Dementia Don’s older sister over you! 99% of human beings who know him all can’t be wrong! Not to mention we see him say it, do it everyday!! @MSNBC @CapehartJ @amjoyshow Maybe she didn’t come to funeral because of Covid!"
4578,2020-08-30,"Fred was a fucking CRIMINAL... SO IS CORONA DON... I'm not sure his sister and brothers are...so DUMP'S ""disease"" is DEMENTIA and narcissism... "
4579,2020-06-27,He IS a guy with dementia - can’t tell between his sister and his wife and according to him 120MM have died from COVID - and he’s been in hiding up till now - it’s going to be ugly for him
4580,2020-05-26,Well the guy has dementia. He doesn’t know the difference between his sister and his wife. And that’s the democrats nomination. Is it any wonder the scary “Covid 19 gonna kill us all” came out just in time for the 2020 election.
4581,2020-05-07,"Sister cares for dementia patients in care home, min fkn wage, she has witnessed 4 deaths from covid so far, more are infected, she finally got tested herself and is clear for now, finally got correct PPE after weeks of waiting. Wiping arses cleaning shit for £8.72ph? fkn cnts. "
4582,2020-04-13,"They are begging all employees to volunteer, to help ensure the sisters are keeping social distance. Many no longer and cannot understand due to dementia. No one will help because covid is in the building. I feel hopeless."
4583,2020-08-18,"You’re loving the analogies aren’t you? please read the July 2 article. In fact, don’t bother. You have decided that there is a big ‘deep state’ conspiracy around Covid and facts aren’t going to change your mind. Also, don’t make derogatory comments about dementia. It’s not nice"
4584,2020-05-28,The unknown infection that PHE has identified in more care homes than Covid. They are mainly the very old  and  many are in late stage dementia so very vulnerable to infections. The data is available if you bother to look.
4585,2020-05-28,"They can't be bothered to differentiate between a death from gunshot, heart attack, stroke, cancer, car crash, dementia, Flu-like pneumonia, bacterial pneumonia, and covid pneumonia...classifying them all as covid. But they found time to measure the ratio of their finger lengths."
4586,2020-05-27,"And that is overstated for the over 75s, e.g. dementia patients die with an infection leading to pneumonia as the ""underlying cause"" much of the time, but we record it as dementia  and  don't bother about the infection. At the moment we are recording it as Covid."
4587,2020-04-25,He sits in on meetings. He is not on the committee. Im sure he does see covid-19 as the solution to the dementia crisis but I dont see anyone in government to bothered about that .
4588,2020-09-07,"#CAFires Had a text from a friend saying she's scared of a fire, won't sleep tonight. There is no fire in our area. But she's packing her important stuff. I suspect dementia, and I'd go over, but, you know, Covid. Puttering is good therapy, and nothing wrong with being ready. 🙁"
4589,2020-09-05,I have a friend who's dad has severe dementia and falls for this shit all the time and has had multiple loans taken out in his name by identity thieves and keeps playing along and thinks he's gonna win back all the money he owes by falling for more Nigerian prince schemes
4590,2020-09-05,"OMG, he is having a dementia problem. It's your friend the Chinese Communist Party who gave us the COVID virus. It's only 10 months old not 100 years old."
4591,2020-09-04,No obviously not or It’d be a terrible example wouldn’t it. She had dementia and stopped eating. Also had a friend die of cancer which too was labelled covid on death certificate which was infuriating. Just letting you know it’s happening.
4592,2020-09-03,Covid had some positives for me with dementia as I met new friends through zoom etc.
4593,2020-09-03,You really are too old to process this. Bear with me. Set up or not - I profess safety during covid and u need to be a leader. If someone tells u it’s ok - u should lead by example and say no it’s not ok. dementia and alcoholism are not ur friends
4594,2020-09-02,I say #dementia is no excuse to allow #Treason but the @SenateGOP @foxandfriends Support his Agenda: To wit #TaxCutsFor1% #PrivatizeSocialSecurity @USPS  and  Killing #ACA so #BigRx can Profit they don't mind #COVID Deaths of a few💯k Americans in the process of Obtaining @GOP Goals
4595,2020-09-02,"I'm a befriender with @mariecurieuk @LiverpoolHosp. I've absolutely loved this service for the last 5 years. But now coz #covid and #volunteering put on hold, I havent been able to see her. Her hearing has deteriorated and dementia worsened. End of life people need human contact!"
4596,2020-09-02,Today sees the return of the @HendonFC Over 50s dementia friendly group. After a long delay due to Covid we will be having a picnic to celebrate. #StaySafe @WembleyTrust @CADBrent @ashford_place
4597,2020-08-30,"I think they should only be counting people who would still be alive if they hadn't contracted covid. Regardless of comorbidity. E g, friend's mom died after breaking a hip with advanced dementia and stopped eating. NH tested for covid 2 days before death. 1/2"
4598,2020-08-30,"Thank you for asking friend- still her general health is good , but the dementia is definitely getting worse , the facility where she lives is now Covid free"
4599,2020-08-28,"Topics of zoom conversations with college students today: Social justice, dementia-friendly communities, COVID, ableism, disadvantages of online learning, NCAA eligibility, communication styles,  and  dogs."
4600,2020-08-27,This is a good example of how Covid 19 impacted on Dementia community member.When we speak to Dementia members they said markings on shop floor was confusing. @DementiaFriends
4601,2020-08-24,We're running a virtual group to support people who care for someone with dementia! 🙌 We're a really friendly fun group and we'd love to see you there! Please share - particularly with people who are missing out on face-to-face meet ups due to Covid. 
4602,2020-08-23,"Sorry, it’s not a tragedy when dementia patients in their 90s with all sorts wrong with them die “with” covid. No more so than if they died “with” flu (which used to be known as the old man’s friend). It’s a release, not a tragedy. Perspective on some of these deaths is needed."
4603,2020-08-22,"U would think tht thy r, I hv 2 friends tht were sick, for long time,one had dementia the other cancer. Both passed and both were listed as Covid. Even their families were in disbelief"
4604,2020-08-19,"At the moment, you are taking care of your husband 24/7? Is there a possibility to get homecare and professional support focusing on his dementia and take some weight of your shoulders? Neighbours or friends to the rescue? I guess it’s even more complicated by COVID-pandemic."
4605,2020-08-19,"It would look like people having supports to remain in their homes. If that means 24 hour in-home care it can be done. We also have to build communities with dementia-friendly design. With over 80% of COVID deaths in Canada in LTCs, I feel we need to reimagine our care systems."
4606,2020-08-18,"They used to call pneumonia ""the old man's friend."" If I was in a care home with Alzheimer's I would rather die of Covid than dementia."
4607,2020-08-17,"We trialled dementia friendly walking in a COVID safe way last week, with the aim of bringing our walks back next month... small groups, plenty of space, and a chance for people to get back outdoors. If you know anyone who would like to join, DM me! (Photo by Alan Booth) "
4608,2020-08-15,yes ive had friends with grandparents on there death bed with cancer and one with dementia.Given days to live and both cases there loved ones received death certificates with covid-19 on them.Nurse in one case said their patients was never tested either. 
4609,2020-08-13,"I would consider Covid a blessing if I was in a care home. They don't call pneumonia ""the old man's friend"" for nothing. A slow dementia death is way way worse."
4610,2020-08-12,What’s even worse is the lack of effort to try and stop making it even worse. Get NHS back to work -not just for covid patients. Heard today from friend who’s mum has moderate to severe dementia. Took 3 months to get GP appointment. THREE MONTHS
4611,2020-08-12,"460 a day from heart disease. Well over a thousand daily deaths from dementia. 4 older people dying is OF COURSE very sad for their friends and families, but it's a small number when put in perspective  and  its good news that COVID deaths have fallen so dramatically since the peak."
4612,2020-08-11,Question 2: Why should people feel guilty because they are unable to say good to a loved one/supporter/friend who has passed? Think dementia and Covid at this time. #diversealz
4613,2020-08-11,"This year's our 40th year serving the #Nantwich community, with local history events, Dementia Friends group, school visits, coffee mornings and more. The map shows places we visit for outreach. During Covid-19 much is on hold so we're planning online events #NantwichDigitalMuseum"
4614,2020-08-06,#Diversealz is dementia and relationships with a focus on relationship building due to covid and also interacting with loved ones/friends/acquaintances in care homes once lockdowns are relaxed. Psychotherapist @EstherWRJ author Holding Time is here. Hi!
4615,2020-08-06,"#Diversealz Thurs: dementia  and  relationship building with guest @EstherWRJ author Holding Time. Interacting or (re)building relationships with relatives/friends/acquaintances living in long term care facilities is also on our agenda 8pmBST, 3pmET. Putting covid slant #carehomes"
4616,2020-08-01,"We are working very hard to make Corpus Christi, TX a Dementia Friendly Community. Though COVID interrupted our organizational meetings, we now are virtual and are in the action stage."
4617,2020-07-31,Sometimes it’s also who you know. I run community events for carers and a lot if is ringing a friend of a friend to cut time in planning. But honestly so many people have worked hard to cut the Covid risks. Whatever the reasons we MUST all work hard to help keep/reduce risks.
4618,2020-07-30,Attended @gem_heritage 'Covid 19  and  Beyond: Dementia Friendly Programming' workshop this morning. Really interesting to hear from different arts  and  heritage organisations on what activity they've been carrying out  and  the associated challenges. Partnerships  and  relationships are key.
4619,2020-07-30,How do we reach communities were technology is not widely available? Partnerships with care homes are key. @gem_heritage latest session 'Covid 19 and Beyond: Dementia Friendly Programming' explores ways of adapting programming to ensure accessibility  and  engagement continues.
4620,2020-07-29,"Friends, Mary Beth and I could sure use your prayers. Her dad tested positive for COVID-19. He is in his early 80’s with dementia  and  is in a facility in San Antonio. This hashtag may cause me to lose some friends, but at this point, it’s not about me. #justwearthemask"
4621,2020-07-28,Oakwood Creative Care was featured on AZTV for their work in making Mesa a dementia friendly city and their caring response to the COVID-19 pandemic in their community. Watch the spotlight: 
4622,2020-07-28,That thing where you find out the blue your dad is being put into asstd living due to dimentia or Alzheimer's But his girlfriend waited to say anything until she needed to dump him off So you're left scrambling drng covid.but also feel nothing due to having no relshp with him
4623,2020-07-27,Today #MA sent its age  and  dementia-friendly Year-1 Progress Report to @AARPMA. The report covers time before COVID but the last several months have shown that community work to #ReiMAgineAging has never been more important. #AgeFriendly #DementiaFriendly
4624,2020-07-26,"He’s going to spend it bragging about how he “aced” a dementia test. Or pardoning all his criminal friends. Or denying Covid. Or grifting from now until Election Day. Or inciting a civil war, or ass-kissing dictators. Or tweeting. But governing—never."
4625,2020-07-25,"It was a friends mum, died of dementia in a care home. They told her that if she agreed to have covid as cause of death they could release the body earlier for funeral arrangements. She didn't agree. I feel for anyone who has lost someone to this virus."
4626,2020-07-24,"The support that was put in place because of #Covid_19 emphasised, painfully, the lack of support people with #dementia receive after #diagnosis #stigma #isolation #dementiaisadisability #supportpeoplewithdementia #dementiafriendly"
4627,2020-07-24,"I had a great first Zoom meeting with our team as we seek to make Valdosta a dementia friendly community! Research stated due to Covid, ice cream is the highest ranked comfort food...our icebreaker, what is your favorite ice cream? #dementia #Caregivers"
4628,2020-07-24,On a webinar with Dementia Friendly America and Covid’s impact on PLWD and #caregivers community adjustment. Offering great information...join us! #ENDALZ #FTD #Vascular #LewyBody #dementia
4629,2020-07-24,It won’t help their mental health when their teachers and friends get sick. Nor will it help them if they get you sick. Especially if you end up with covid dementia. I know it sucks for everyone but please keep your children home
4630,2020-07-24,"No Kirstie, you are no alone in thinking this , yes here in Ireland also families and friends unable to visit hundreds if not thousands of people with Dementia and Alzheimer’s suffering as a result of Covid 19. 😢 "
4631,2020-07-23,It's really important to drive home the need for age and dementia-friendly considerations built into post-COVID alterations and development of built environment @OCNStirling
4632,2020-07-23,Silent on Russian bounties. Wishes sex trafficker well. Brags about dementia test. Says less testing means less covid. Commutes Roger bc they’re friends. (Prob qpq) RT’s “white power!” Goes after Fauci. Threatens veto of vet bill over confederate names. This. Was. Just. July.
4633,2020-07-21,"⁦21 amazing extra care dementia friendly apartments completed at Barncroft, Pensby by ⁦@AnwylPartners⁩ - working safely through COVID-19 #themagentaway Great teamwork everyone 🌈"
4634,2020-07-20,"#alzchat RT @MarieDAlford Communication so important, particularly now when we need to wear masks in some parts of Australia  and  across the world. It’s also why we’re proud to be launching our deafness  and  dementia resources check out @DeafVictori for #COVID friendly resources"
4635,2020-07-20,"Just had an elderly gentleman tell me one of his friends died from Covid 19. The fact that he was 95 years old, had dimentia and a number of other health problems, and had been taken to a hospital where he died I guess is irrelevant."
4636,2020-07-19,"✅Weekly Round Up 🦁Lions love working together,this week collecting food using a Summer Sleigh 👏More COVID support  and  the launch of a new website 💙Social Media and Dementia Friends Workshops attended by Lions throughout the District  and  beyond #WeServe #foodbank #dementia #TeamCW"
4637,2020-07-19,SAME HERE except when our friend tried to get the autopsy results changed because they stated she had dementia and some other issues (incorrect) they received a COVID rubber stamp. These facilities get more money to say they passed from COVID plus funds to clean up afterward. 
4638,2020-07-19,"Communication is so important, particularly now when we need to wear masks in some parts of Australia & across the world. It’s also why we’re proud to be launching our #deafness  and  #dementia resources at #IDC2020 you can also check out @DeafVictoria for #COVID friendly resources"
4639,2020-07-16,"Yes and a close friends mum was hospitalised with Covid and dementia. She recovered from Covid (tested negative) and discharged back to her nursing home. Three weeks later, she died and Covid was put on her death certificate."
4640,2020-07-15,"We understand caregiving for dementia during COVID can be challenging. Join us for a dementia support group meeting on FB @SamvednaSeniorC 17th July, 6-7pm IST @DementiaFriends @HelpAgeIndia_ @PaolaBarbarino @vijsh @AakriteeK @alladi_suvarna @PronamKolkata"
4641,2020-07-14,From a friend: I have a friend in Ohio whose mom has been in a nursing home for quite some time. She's quite elderly and has dementia among other issues. She passed away a few days ago. Cause of death - Covid - even tho she tested negative at the nursing home. 🤔😑
4642,2020-07-14,Friends grandma got COVID- recovered- ended up dying later to dementia related problems and they marked her death COVID—might not be happening everywhere - but it is happening.
4643,2020-07-13,"Total friends lost to CoVid 19 : six. They were a mix from both parties and none intentional died for either one. So go back into retirement and stay safe, Chuckie baby, you’re clearly suffering from dementia."
4644,2020-07-13,Are dementia sufferers more at risk to Covid-19? Asking for a former game show host friend.
4645,2020-08-30,"Yes, I’d be more careful with 5-9 months although it’s plausible. 16 months median is given the example of a few years back and is likely relevant today as well. But there are exceptions, eg friends relative w dementia in LTC, corona infection, survived. Been in LTC many years."
